-30	ex:	183,	196
-32	ex:	136,	272
-29	ex:	-41,	455
-27	ex:	310,	320
-21	ex:	353,	358
-31	ex:	342,	359
-14	ex:	410,	365
-24	ex:	364,	381
-13	ex:	-353,	1665
-23	ex:	-352,	1665
-28	ex:	-826,	2112
-16	ex:	-818,	2112
-20	ex:	-820,	2113
-19	ex:	-1286,	1706
-11	ex:	218,	4235
-25	ex:	-1296,	4256
-26	ex:	-1362,	723
-15	ex:	-1362,	727
-17	ex:	-1336,	750
-18	ex:	-1335,	753
-22	ex:	-1841,	3410
-5	ex:	1600,	64
-8	ex:	1679,	185
-6	ex:	1726,	224
